id;model_identified_tags;user_specified_tags;image_caption;user_id;ispublic;taken;published;latitude;longitude;accuracy;context;locality;region;country;downloaded_at
9241704688;green | pole | sign | signage | street sign | tree | writing;;;58668680@N02;1.0;2013-07-08 09:57:05;2013-07-08 16:58:23;;;;;;;;2023-07-12 12:40:41
7149172797;building | city | city skyline | city view | cloud | cloudy | loom | sky | urban;;;27655229@N02;1.0;2012-05-06 14:31:46;2012-05-06 17:31:46;;;;;;;;2023-07-12 13:20:09
9241687652;green | ledge | plant;;;58668680@N02;1.0;2013-07-08 09:54:38;2013-07-08 16:56:34;;;;;;;;2023-07-12 12:37:37
9688161347;ant | beetle | black | bug | floor | leaf | grasshopper | green | greenery | hide | insect | nest | plant | stone | vegetation | wasp;;;101147516@N06;1.0;2013-09-07 00:05:51;2013-09-07 03:06:00;;;;;;;;2023-07-12 12:39:45
15622233470;bird | branch | brown | limb | perch | sit | tree | tree branch | twig;;;70054485@N05;1.0;2014-11-16 22:22:19;2014-11-17 00:23:02;;;;;;;;2023-07-12 12:20:13
3512329423;dirt track | trench | path | narrow | pipe | pole | ravine | stone | side | trail;;;29994969@N06;1.0;2009-05-08 07:21:17;2009-05-08 14:21:17;;;;;;;;2023-07-12 13:25:12
8177126760;black | blanket | hill | hillside | mountain | peak | photo | ridge | stone | rock formation | sky | stand | terrain | white;;;52095200@N06;1.0;2012-11-11 16:38:33;2012-11-12 00:39:43;;;;;;;;2023-07-12 13:19:30
23268353633;beak | bird | branch | green | hummingbird | limb | perch | sit | tree | tree branch | twig;;;70054485@N05;1.0;2015-12-21 20:15:29;2015-12-21 22:15:50;;;;;;;;2023-07-12 12:12:42
21500865219;floor | grass | person | lawn | lush | mat | meditation | park | practice | relax | sit | woman | yoga | yoga mat;;;49283277@N07;1.0;2015-09-24 19:47:14;2015-09-24 21:49:18;;;;;;;;2023-07-12 12:16:18
52903773517;bicycle | bicycle helmet | biker | dirt field | dirt road | dirt track | fence | person | man | mountain biker | oak tree | pose | stand | tree;;;97736029@N02;1.0;2022-08-13 08:42:07;2023-05-17 10:23:58;;;;;;;;2023-07-12 11:38:18
52904517764;blanket | bottle | box | chocolate | truffle | container | table | display | fill | wine | package | plastic | ribbon | tray | wine bottle | wine glass;;;97736029@N02;1.0;2022-08-13 14:51:41;2023-05-17 10:33:32;;;;;;;;2023-07-12 11:35:12
5020671171;bird | building | city | city skyline | city view | cloudy | peak | perch | sit | sky | skyscraper | tree | urban;;;52750772@N05;1.0;2010-09-24 16:32:45;2010-09-24 19:32:45;;;;;;;;2023-07-12 13:21:23
9238887117;brush | bush | flower | grass | grow | plant | vegetation | weed | wild | wildflower | yellow;;;58668680@N02;1.0;2013-07-08 09:51:45;2013-07-08 16:57:14;;;;;;;;2023-07-12 12:38:40
52904796863;city | city view | dark | hill | light | night | night view | sky;;;97736029@N02;1.0;2022-08-12 22:29:42;2023-05-17 10:23:35;;;;;;;;2023-07-12 11:37:40
52904744120;fly | glider | hill | hillside | person | man | parachute | paratrooper | sky | stand | yellow;;;97736029@N02;1.0;2023-05-17 07:32:26;2023-05-17 10:34:00;;;;;;;;2023-07-12 11:36:24
52904506199;building | lamp | pillar | lamp post | pole | sign | signage | street corner | street sign | temple;;;97736029@N02;1.0;2022-08-12 11:59:21;2023-05-17 10:23:25;;;;;;;;2023-07-12 11:37:18
35971240695;bird | blue | branch | limb | perch | sit | sky | tree | tree branch | white;;;70054485@N05;1.0;2017-07-16 22:13:36;2017-07-17 01:13:58;;;;;;;;2023-07-12 12:14:22
52904349681;shed | barrel | boiler | brick | canopy | chimney | water tank | man | outdoor | oven | pot | pump | stand | tank | well;;;97736029@N02;1.0;2022-08-12 09:51:37;2023-05-17 10:23:07;;;;;;;;2023-07-12 11:36:38
496702064;dawn | dusk | horizon | mountain | mountain range | night | night view | pink | sky | sunset | twilight;;;8183290@N04;1.0;2007-05-13 17:09:40;2007-05-13 20:09:40;;;;;;;;2023-07-12 14:47:40
52904517574;atv | city | drive | grassy | hill | hillside | jeep | park | terrain | vehicle;;;97736029@N02;1.0;2022-08-13 17:02:11;2023-05-17 10:33:44;;;;;;;;2023-07-12 11:35:38
606275759;blanket | blue | cloud | cloudy | fly | green | hill | hillside | lush | mountain | sky;;;7167881@N05;1.0;2007-06-23 19:35:23;2007-06-24 02:35:23;;;;;;;;2023-07-12 14:59:50
9652270098;basketball hoop | cloud | cloudy | rail | sky | street sign | sun | sunset | water tower;;;101147516@N06;1.0;2013-09-02 00:45:35;2013-09-02 03:45:43;;;;;;;;2023-07-12 12:35:52
3249970453;create | explosion | flow | hillside | hot | lava | man | red | stone | stand | vent | volcano;;;24995301@N04;1.0;2009-02-03 12:57:59;2009-02-03 14:57:59;;;;;;;;2023-07-12 14:58:56
9442845211;bird | branch | flower | green | hummingbird | limb | perch | plant | sit | tree | tree branch | twig | vegetation;;;70054485@N05;1.0;2013-08-05 13:19:26;2013-08-05 16:19:57;;;;;;;;2023-07-12 12:37:07
7240906774;building | palm tree | pole | sky | street sign | tree;;;53518802@N04;1.0;2012-05-21 04:46:59;2012-05-21 11:46:59;;;;;;;;2023-07-12 14:58:30
5008566573;building | city | city skyline | city view | cloud | cloudy | horizon | sky | sun | sunset | urban;;;52750772@N05;1.0;2010-09-20 14:58:51;2010-09-20 17:58:51;;;;;;;;2023-07-12 12:48:11
9238855089;hill | hillside | lush | mountain | mountain view | peak | scenery | tree | valley;;;58668680@N02;1.0;2013-07-08 09:47:26;2013-07-08 16:58:18;;;;;;;;2023-07-12 14:35:42
10449008034;bloom | floor | flower | pink | plant | purple | thistle;;;70054485@N05;1.0;2013-10-23 21:59:36;2013-10-23 23:59:47;;;;;;;;2023-07-12 12:34:47
454929756;man | muscle | shirt | shirtless | stand | stare | tree;;;7727651@N02;1.0;2007-04-10 21:44:04;2007-04-11 04:44:04;;;;;;;;2023-07-12 15:00:44
9238873081;lighthouse | climb | grass | grassy | hill | hillside | person | peak | tourist | up | walk;;;58668680@N02;1.0;2013-07-08 09:49:51;2013-07-08 16:57:40;;;;;;;;2023-07-12 14:34:30
9241620940;city | hill | hillside | lush | mountain | peak | scenery | tree | valley | vegetation;;;58668680@N02;1.0;2013-07-08 09:45:21;2013-07-08 16:58:48;;;;;;;;2023-07-12 12:48:40
52903774787;barrel | basement | fill | machine | room | stool | tank | winery;;;97736029@N02;1.0;2022-08-12 10:04:24;2023-05-17 10:23:12;;;;;;;;2023-07-12 11:36:47
52904731960;city | city view | light | night | night view | sky | town;;;97736029@N02;1.0;2022-08-12 22:26:25;2023-05-17 10:23:49;;;;;;;;2023-07-12 11:38:03
454931644;city | city view | hill | hillside | man | muscle | peak | pose | selfie | shirtless | stand;;;7727651@N02;1.0;2007-04-10 21:46:13;2007-04-11 04:46:13;;;;;;;;2023-07-12 15:00:37
9490568520;beak | bird | brown | eagle | falcon | peak | perch | stone | rock formation | sit | stand | stump | tree | vulture;;;70054485@N05;1.0;2013-08-11 18:53:03;2013-08-11 21:54:23;;;;;;;;2023-07-12 12:37:03
52904349291;clock | bell tower | blue | building | chapel | church | pillar | doorway | lead to | peak | tower | sky | spire | stair | white;;;97736029@N02;1.0;2022-08-12 13:53:49;2023-05-17 10:23:19;;;;;;;;2023-07-12 11:37:05
21584071581;hill | hillside | mountain | peak | tower | sky;;;129993317@N05;1.0;2015-09-20 15:47:57;2015-09-20 18:47:57;;;;;;;;2023-07-12 12:16:19
20661483918;animal | area | cage | corral | dirt field | enclosure | fence | hut | pen | stand;;;135218038@N06;1.0;2013-07-01 00:00:00;2015-08-24 18:06:27;;;;;;;;2023-07-12 12:13:46
3512329421;path | grass | grassy | hill | hillside | person | mountain | peak | pine | stand | trail;;;29994969@N06;1.0;2009-05-08 07:21:17;2009-05-08 14:21:17;;;;;;;;2023-07-12 13:25:08
2995420142;city | city view | cloud | cloudy | horizon | mountain | rise | sky | sun | sunrise | sunset;;;26261461@N03;1.0;2008-11-02 05:41:16;2008-11-02 13:41:16;;;;;;;;2023-07-12 14:40:13
9388819364;building | city | city skyline | city view | hill | hillside | mountain | peak | stone | rock formation | suburb | town;;;70054485@N05;1.0;2013-07-28 19:18:23;2013-07-28 22:18:36;;;;;;;;2023-07-12 12:37:08
9238856145;city | city view | hill | hillside | lush | mountain | peak | suburb | town | valley;;;58668680@N02;1.0;2013-07-08 09:47:35;2013-07-08 16:58:15;;;;;;;;2023-07-12 14:35:39
9241673378;dirt road | dirt track | path | hike | hiker | hill | person | trail | walk;;;58668680@N02;1.0;2013-07-08 09:52:33;2013-07-08 16:57:03;;;;;;;;2023-07-12 12:38:24
52903785957;field | flower | grow | row | sky | sunflower | sunflower field | yellow;;;97736029@N02;1.0;2022-08-13 10:55:14;2023-05-17 10:33:24;;;;;;;;2023-07-12 11:34:58
52904809223;alcohol | beam | bottle | ceiling | container | fill | food | wine | person | man | shelf | shelve | stand | stock | store | warehouse | wine bottle;;;97736029@N02;1.0;2022-08-13 14:01:58;2023-05-17 10:33:16;;;;;;;;2023-07-12 11:34:34
9241648516;overpass | power line | rail | railroad | sky | train track | tree;;;58668680@N02;1.0;2013-07-08 09:49:09;2013-07-08 16:57:50;;;;;;;;2023-07-12 14:34:47
9651758452;beak | bird | branch | brown | limb | perch | sit | sparrow | stem | tree | tree branch | twig;;;101147516@N06;1.0;2013-09-01 23:13:10;2013-09-02 02:14:38;;;;;;;;2023-07-12 12:35:54
28375185410;city | city view | cloud | green | hill | lush | mountain | panorama | peak | scenery | sky;;;70054485@N05;1.0;2016-07-30 19:37:50;2016-07-30 22:38:37;;;;;;;;2023-07-12 12:11:28
52904732640;amusement park | attach | clock | building | lamp | ceiling | fair | hang | miniature | pole | tower | toy;;;97736029@N02;1.0;2022-08-12 12:00:05;2023-05-17 10:23:27;;;;;;;;2023-07-12 11:37:20
9660924290;hay | hut | mountain | rural | sky | straw;;;101147516@N06;1.0;2013-09-02 22:24:10;2013-09-03 01:24:17;;;;;;;;2023-07-12 12:35:50
454952933;city | city view | hill | hillside | lush | mountain | peak | town | valley | village;;;7727651@N02;1.0;2007-04-10 21:54:28;2007-04-11 04:54:28;;;;;;;;2023-07-12 15:00:08
454936668;goggles | group photo | hill | hillside | person | man | photo | pose | stone | selfie | shirtless | stand;;;7727651@N02;1.0;2007-04-10 21:52:29;2007-04-11 04:52:29;;;;;;;;2023-07-12 15:00:21
9238870793;hill | hillside | lush | mountain | peak | plain | scenery | surround | tree | valley;;;58668680@N02;1.0;2013-07-08 09:49:33;2013-07-08 16:57:46;;;;;;;;2023-07-12 14:34:38
9238887781;berry | brush | field | fruit | grass | grow | plant | red | tree | vegetation;;;58668680@N02;1.0;2013-07-08 09:51:50;2013-07-08 16:57:13;;;;;;;;2023-07-12 12:38:38
9238886079;brush | floor | grass | grow | patch | plant | stem | vegetation | weed | white;;;58668680@N02;1.0;2013-07-08 09:51:36;2013-07-08 16:57:16;;;;;;;;2023-07-12 12:38:42
9238871509;city | city view | hill | hillside | lush | mountain | peak | scenery | valley;;;58668680@N02;1.0;2013-07-08 09:49:39;2013-07-08 16:57:44;;;;;;;;2023-07-12 14:34:37
24437504150;car | classic | curb | park | sedan;;;125969873@N04;1.0;2016-01-31 15:18:41;2016-01-31 17:18:41;;;;;;;;2023-07-12 12:16:08
9238911277;car | city street | road | side | street scene | tree;;;58668680@N02;1.0;2013-07-08 09:55:14;2013-07-08 16:56:25;;;;;;;;2023-07-12 12:56:32
52123217870;catch | couple | flag | grassy | hike | hiker | hill | hillside | person | laugh | man | mountain | walk | woman;;;195619292@N02;1.0;2022-06-04 18:37:50;2022-06-05 01:39:58;;;;;;;;2023-07-12 11:50:40
9241650570;bloom | brush | bush | flower | lush | plant | tree | vegetation | white;;;58668680@N02;1.0;2013-07-08 09:49:26;2013-07-08 16:57:48;;;;;;;;2023-07-12 14:34:43
9238855871;city | hill | hillside | lush | mountain | mountain view | peak | scenery | sky | tree | valley;;;58668680@N02;1.0;2013-07-08 09:47:32;2013-07-08 16:58:16;;;;;;;;2023-07-12 14:35:40
9241623556;balustrade | baseball hat | black | city | city view | hat | hill | hillside | peak | pose | rail | selfie | smile | stand | wear | woman;;;58668680@N02;1.0;2013-07-08 09:45:44;2013-07-08 16:58:39;;;;;;;;2023-07-12 12:41:24
9241672452;blue | pine | shine | sky | sun | tree;;;58668680@N02;1.0;2013-07-08 09:52:25;2013-07-08 16:57:05;;;;;;;;2023-07-12 12:38:27
52904349121;balustrade | clock | bell tower | blue | building | chapel | church | pillar | doorway | lead | lead to | peak | tower | sculpture | sky | spire | stair | white;;;97736029@N02;1.0;2022-08-12 13:54:24;2023-05-17 10:23:24;;;;;;;;2023-07-12 11:37:09
52904731930;dark | moon | night | night sky | night view | sky;;;97736029@N02;1.0;2022-08-12 22:32:34;2023-05-17 10:23:52;;;;;;;;2023-07-12 11:38:11
9241679770;book | person | open | photo | picture | railroad | text | train track;;;58668680@N02;1.0;2013-07-08 09:53:28;2013-07-08 16:56:52;;;;;;;;2023-07-12 12:38:04
9241620332;city | city view | grass | hill | hillside | lush | mountain | peak | town | valley | vegetation | weed;;;58668680@N02;1.0;2013-07-08 09:45:15;2013-07-08 16:58:49;;;;;;;;2023-07-12 12:41:38
9238857515;blanket | boulder | crack | floor | grass | green | grow | lichen | moss | patch | plant | stone | vegetation | weed | yellow;;;58668680@N02;1.0;2013-07-08 09:47:46;2013-07-08 16:58:13;;;;;;;;2023-07-12 14:35:34
52904732130;field | grassy | green | hill | hillside | lush | oak tree | shine | sky | stand | sun | tree;;;97736029@N02;1.0;2022-08-13 08:45:28;2023-05-17 10:23:43;;;;;;;;2023-07-12 11:37:55
489040425;cloud | cloudy | horizon | mountain | mountain range | peak | plain | sky | sun | sunrise | sunset;;;8183290@N04;1.0;2007-05-07 16:15:57;2007-05-07 23:15:57;;;;;;;;2023-07-12 14:47:44
7907936050;blue | brush | fly | hill | hillside | lush | mountain | sky | tree | vegetation;;;73864565@N02;1.0;2012-09-01 11:32:07;2012-09-01 18:32:07;;;;;;;;2023-07-12 13:21:59
52904360081;fly | person | man | sea | parachute | parasail | paratrooper | sky | sun | sunset;;;97736029@N02;1.0;2023-05-17 07:32:23;2023-05-17 10:34:05;;;;;;;;2023-07-12 11:36:36
52904348041;attach | bead | ceiling | rope | crystal | glass bead | hang | pendant | stone | string;;;97736029@N02;1.0;2022-08-12 14:53:38;2023-05-17 10:23:47;;;;;;;;2023-07-12 11:38:42
52904360281;atv | couple | drive | hill | hillside | person | man | ride | stand | sun | sunset | terrain;;;97736029@N02;1.0;2022-08-13 17:04:51;2023-05-17 10:33:50;;;;;;;;2023-07-12 11:35:57
52904348771;bicycle | bicycle helmet | biker | dirt track | person | mountain biker | oak tree | pose | stand | tree;;;97736029@N02;1.0;2022-08-13 08:42:04;2023-05-17 10:23:36;;;;;;;;2023-07-12 11:37:41
20799879256;balcony | balustrade | city | city view | girl | hill | hillside | ledge | mountain | mountain view | peak | rail | sit | stare | woman;;;10409149@N05;1.0;2015-08-22 08:39:04;2015-08-23 22:01:58;;;;;;;;2023-07-12 12:16:53
52903785527;bee | field | flower | lavender | nectar | plant | pollen | purple;;;97736029@N02;1.0;2022-08-13 10:11:35;2023-05-17 10:33:14;;;;;;;;2023-07-12 11:36:15
2513207531;grassy | green | hill | hillside | lush | mountain | mountain range | plain | sky;;;22542734@N00;1.0;2008-05-22 07:36:50;2008-05-22 14:36:50;;;;;;;;2023-07-12 14:46:16
52904360766;beam | wall | ceiling | chair | cloth | table | dining room | dinning table | make | stone | room | stone building | stone house | stool | tablecloth | window;;;97736029@N02;1.0;2022-08-13 14:44:53;2023-05-17 10:33:17;;;;;;;;2023-07-12 11:34:41
9238864807;baseball hat | bush | check | flower | hedge | man | plant | purple | stand | wear;;;58668680@N02;1.0;2013-07-08 09:48:45;2013-07-08 16:57:57;;;;;;;;2023-07-12 14:34:59
9238880643;dirt field | floor | footprint | grass | lay | mud | patch | plaque | stone | sand | weed;;;58668680@N02;1.0;2013-07-08 09:50:51;2013-07-08 16:57:26;;;;;;;;2023-07-12 14:33:58
52903773557;ceiling | conservatory | fill | flower | garden | glass house | nursery | pink | plant | rose;;;97736029@N02;1.0;2022-08-13 10:06:07;2023-05-17 10:23:56;;;;;;;;2023-07-12 11:38:13
52904732720;building | car | decorate | house | park | spire | worship;;;97736029@N02;1.0;2022-08-12 11:59:57;2023-05-17 10:23:23;;;;;;;;2023-07-12 11:37:11
454955353;cliff | hill | hillside | person | ledge | man | mountain | peak | stone | rock face | rock formation | shirtless | sit | valley;;;7727651@N02;1.0;2007-04-10 21:57:48;2007-04-11 04:57:48;;;;;;;;2023-07-12 15:00:00
9238897757;baseball hat | bench | enclosure | fence | goggles | park | park bench | rail | stand | sunglasses | wear | woman;;;58668680@N02;1.0;2013-07-08 09:53:17;2013-07-08 16:56:55;;;;;;;;2023-07-12 12:38:10
5042520892;building | city | city skyline | city view | cloud | cloudy | hill | hillside | mountain | peak | sky | suburb | urban;;;52750772@N05;1.0;2010-10-01 15:52:05;2010-10-01 18:52:05;;;;;;;;2023-07-12 12:47:51
9656819991;airplane window | car window | cloud | cloudy | horizon | sky | sun | sunset;;;101147516@N06;1.0;2013-09-02 20:06:52;2013-09-02 23:07:02;;;;;;;;2023-07-12 12:40:05
52904808548;atv | field | hill | hillside | horizon | motorbike | motorcycle | park | sun | sunset;;;97736029@N02;1.0;2022-08-13 17:03:55;2023-05-17 10:33:51;;;;;;;;2023-07-12 11:36:02
4268371637;bird | blue | cloud | cloudy | eagle | fly | sea | sky;;;46464032@N03;1.0;2010-01-12 06:16:57;2010-01-12 14:16:57;;;;;;;;2023-07-12 13:23:30
10297726236;city | hill | hillside | lush | mountain | mountain path | road | town | tree | valley;;;70054485@N05;1.0;2013-10-15 17:14:44;2013-10-15 20:15:27;;;;;;;;2023-07-12 12:34:48
52903786132;basement | bottle | wall | cork | wine | row | wine bottle | wine cellar | wine rack | winery;;;97736029@N02;1.0;2022-08-13 14:40:12;2023-05-17 10:33:14;;;;;;;;2023-07-12 11:34:38
52904360311;atv | hill | hillside | motorbike | motorcycle | park | sun | sunset | vehicle;;;97736029@N02;1.0;2022-08-13 17:04:27;2023-05-17 10:33:47;;;;;;;;2023-07-12 11:35:47
33958241783;building | city | city skyline | city view | cloud | cloudy | sign | sky | street sign | urban;;;150029357@N08;1.0;2017-05-19 21:18:13;2017-05-20 04:18:13;;;;;;;;2023-07-12 12:10:26
9238854521;brush | city | city view | hill | hillside | lush | mountain | sea | peak | valley | vegetation;;;58668680@N02;1.0;2013-07-08 09:47:20;2013-07-08 16:58:19;;;;;;;;2023-07-12 14:35:44
52904505399;bloom | field | flower | lavender | plant | purple;;;97736029@N02;1.0;2022-08-13 10:10:34;2023-05-17 10:23:59;;;;;;;;2023-07-12 11:38:20
454929764;swimwear | dirt road | dirt track | path | hike | person | man | shirtless | short | trail | walk;;;7727651@N02;1.0;2007-04-10 21:44:04;2007-04-11 04:44:04;;;;;;;;2023-07-12 15:00:43
9238896457;boy | child | hang | person | park | play | playground | pole | swing | swinge;;;58668680@N02;1.0;2013-07-08 09:53:05;2013-07-08 16:56:58;;;;;;;;2023-07-12 12:38:14
52904744725;bee | bug | bumblebee | field | flower | insect | lavender | nectar | plant | pollen | purple;;;97736029@N02;1.0;2022-08-13 10:11:54;2023-05-17 10:33:20;;;;;;;;2023-07-12 11:34:51
9241622912;bird | black | blue | clear | eagle | fly | sea | sky;;;58668680@N02;1.0;2013-07-08 09:45:38;2013-07-08 16:58:41;;;;;;;;2023-07-12 12:41:28
36589265282;city | city view | hill | hillside | mountain | peak | sign | street sign;;;11245975@N04;1.0;2017-08-23 09:04:00;2017-08-23 17:17:49;;;;;;;;2023-07-12 12:14:21
9241676040;wall | red | sign | writing;;;58668680@N02;1.0;2013-07-08 09:52:56;2013-07-08 16:56:59;;;;;;;;2023-07-12 12:38:16
3512329383;car | curb | path | grass | lawn | line | lush | palm tree | park | pavement | plant | road | tree;;;29994969@N06;1.0;2009-05-08 07:21:16;2009-05-08 14:21:16;;;;;;;;2023-07-12 14:38:35
52904505494;conservatory | flower | garden | glass house | nursery | pink | plant | rose;;;97736029@N02;1.0;2022-08-13 10:06:14;2023-05-17 10:23:57;;;;;;;;2023-07-12 11:38:14
32796449712;boy | child | city | hand | hill | hillside | man | peak | pose | stand | woman;;;45839077@N04;1.0;2017-02-17 10:03:06;2017-02-17 12:05:25;;;;;;;;2023-07-12 12:15:41
52903786057;bottle | container | cosmetic | line | product | row | shelf | tube;;;97736029@N02;1.0;2022-08-13 14:51:24;2023-05-17 10:33:19;;;;;;;;2023-07-12 11:34:50
454952931;city | city view | goggles | group photo | hill | hillside | person | man | mountain | peak | photo | pose | shirtless | sit;;;7727651@N02;1.0;2007-04-10 21:54:28;2007-04-11 04:54:28;;;;;;;;2023-07-12 15:00:10
34981283406;city | green | hill | hillside | lush | mountain | surround | town | tree | valley;;;70054485@N05;1.0;2017-05-31 20:30:24;2017-05-31 23:30:35;;;;;;;;2023-07-12 12:10:22
52904360091;fly | glider | hill | hillside | person | kite | man | parachute | sky | yellow;;;97736029@N02;1.0;2023-05-17 07:32:23;2023-05-17 10:34:04;;;;;;;;2023-07-12 11:36:31
9241628580;brush | bush | hill | hillside | lush | mountain | mountain view | peak | scenery | sky | tree | valley | vegetation;;;58668680@N02;1.0;2013-07-08 09:46:26;2013-07-08 16:58:30;;;;;;;;2023-07-12 13:19:01
15808693182;beak | bird | branch | brown | limb | perch | sit | stand | tree | tree branch | twig | yellow;;;70054485@N05;1.0;2014-11-16 22:28:23;2014-11-17 00:28:57;;;;;;;;2023-07-12 12:30:56
52904809128;bee | bumblebee | field | flower | fly | lavender | nectar | plant | pollen | purple;;;97736029@N02;1.0;2022-08-13 10:11:48;2023-05-17 10:33:18;;;;;;;;2023-07-12 11:34:45
52904744210;atv | couple | drive | hill | horizon | person | man | ride | stand | sun;;;97736029@N02;1.0;2022-08-13 17:04:48;2023-05-17 10:33:55;;;;;;;;2023-07-12 11:36:09
9681346687;animal | profile | hill | hillside | horizon | red | sky | stand | sun | sunset | tree;;;101147516@N06;1.0;2013-09-05 23:34:01;2013-09-06 02:34:07;;;;;;;;2023-07-12 12:35:49
9241657356;building | city | city skyline | city view | hill | hillside | peak | urban;;;58668680@N02;1.0;2013-07-08 09:50:19;2013-07-08 16:57:35;;;;;;;;2023-07-12 14:34:17
9238901957;canopy | person | man | park | pavement | shelter | stand | tree | walk;;;58668680@N02;1.0;2013-07-08 09:53:54;2013-07-08 16:56:45;;;;;;;;2023-07-12 14:33:48
52904809238;bee | field | flower | lavender | plant | pollen | purple;;;97736029@N02;1.0;2022-08-13 10:11:24;2023-05-17 10:33:11;;;;;;;;2023-07-12 11:34:32
9238842747;bird | blue | clear | eagle | fly | sea | sky;;;58668680@N02;1.0;2013-07-08 09:45:41;2013-07-08 16:58:40;;;;;;;;2023-07-12 12:41:25
9241655644;city | city view | fence | hill | hillside | lush | peak | rail;;;58668680@N02;1.0;2013-07-08 09:50:06;2013-07-08 16:57:37;;;;;;;;2023-07-12 14:34:23
9238861681;plaster bandage | floor | grass | person | shadow | shoe | stand;;;58668680@N02;1.0;2013-07-08 09:48:21;2013-07-08 16:58:02;;;;;;;;2023-07-12 14:35:12
52903774207;aisle | building | ceiling | chapel | church | pillar | fill | church bench;;;97736029@N02;1.0;2022-08-12 14:07:44;2023-05-17 10:23:29;;;;;;;;2023-07-12 11:37:22
9241656680;building | city | city skyline | city view | hill | hillside | peak | urban;;;58668680@N02;1.0;2013-07-08 09:50:14;2013-07-08 16:57:36;;;;;;;;2023-07-12 14:34:20
52903785622;atv | dirt track | drive | hill | hillside | park | sun | terrain | vehicle;;;97736029@N02;1.0;2022-08-13 17:04:00;2023-05-17 10:33:48;;;;;;;;2023-07-12 11:35:56
